1,1002,376,448,130,30,20,1,10
1,1002,428,459,100,30,20,1,10
2,1002,552,489,255,100,12,1,8
3,1002,418,682,200,100,12,1,8
4,1002,242,558,140,90,25,1,15
5,1002,98,325,90,175,5,1,17
6,1011,317,77,150,50,12,1,8
7,1011,328,227,200,300,10,1,7
7,1011,107,325,180,100,10,1,7
8,1011,538,272,110,250,10,1,7
9,1011,532,768,100,60,4,1,13
9,1011,673,638,100,70,4,1,15
10,1020,608,556,171,144,12,1,8
11,1020,412,230,198,211,12,1,9
12,1020,200,177,150,169,25,1,15
13,1020,232,460,224,142,12,1,8
14,1000,565,556,180,210,8,1,8
15,1000,776,561,110,110,8,1,8
15,1000,504,333,170,140,8,1,8
16,1000,250,134,145,280,25,1,15
17,1000,122,269,108,150,25,1,15
18,1015,812,548,44,174,12,1,6
18,1015,662,665,138,79,12,1,6
19,1015,465,689,90,100,12,1,6
19,1015,263,103,96,42,12,1,6
20,1001,309,597,44,51,5,1,11
20,1001,257,549,40,63,5,1,11
20,1001,207,518,40,30,5,1,11
20,1001,317,514,25,26,5,1,11
20,1001,241,473,62,55,5,1,11
20,1001,362,605,36,30,5,1,11
55,1015,362,469,192,117,10,1,7
55,1015,335,329,96,70,10,1,7
56,1001,388,371,40,24,5,1,11
56,1001,220,347,38,24,5,1,11
56,1001,347,378,30,26,5,1,11
56,1001,253,304,70,53,5,1,11
56,1001,329,343,26,25,5,1,11
56,1001,320,425,90,64,5,1,11
57,1001,162,319,65,60,5,1,11
57,1001,52,323,35,25,5,1,11
57,1001,85,279,70,40,5,1,11
57,1001,101,353,40,63,5,1,11
57,1001,153,401,90,63,5,1,11
58,1001,232,175,37,24,5,1,11
58,1001,333,253,90,63,5,1,11
58,1001,342,171,46,60,5,1,11
58,1001,265,131,67,41,5,1,11
58,1001,276,196,45,72,5,1,11
64,1002,98,325,90,175,10,1,39
65,1011,317,77,150,50,5,1,39
66,1011,328,227,200,300,30,1,39
66,1011,107,286,180,100,10,1,39
67,1011,538,272,110,250,17,1,39
68,1011,532,768,100,60,4,1,33
68,1011,673,638,100,70,4,1,39
69,1020,608,556,171,144,15,1,39
70,1020,412,230,198,211,25,1,39
71,1020,200,177,150,169,15,1,39
72,1020,232,460,224,142,19,1,39
73,1000,565,556,180,210,15,1,39
74,1000,776,561,110,110,7,1,39
74,1000,504,333,170,140,15,1,39
75,1000,250,134,145,280,25,1,39
76,1000,122,269,108,150,10,1,39
77,1015,812,548,44,174,5,1,39
77,1015,662,665,138,79,7,1,39
78,1015,451,676,93,117,7,1,18
78,1015,263,103,96,42,3,1,18
80,1001,309,597,44,51,3,1,39
80,1001,257,549,40,63,3,1,39
80,1001,207,518,40,30,2,1,39
80,1001,317,514,25,26,1,1,39
80,1001,241,473,62,55,3,1,39
80,1001,362,605,36,30,2,1,39
79,1015,362,469,192,117,13,1,39
79,1015,335,329,96,70,4,1,39
81,1001,388,371,40,24,2,1,39
81,1001,220,347,38,24,2,1,39
81,1001,347,378,30,26,2,1,39
81,1001,253,304,70,53,5,1,39
81,1001,329,343,26,25,1,1,39
81,1001,320,425,90,64,6,1,39
82,1001,162,319,65,60,5,1,39
82,1001,52,323,35,25,2,1,39
82,1001,85,279,70,40,5,1,39
82,1001,101,353,40,63,4,1,39
82,1001,153,401,90,63,6,1,39
83,1001,342,171,46,60,4,1,39
83,1001,265,131,67,41,4,1,39
83,1001,276,196,45,72,5,1,39
83,1001,232,175,37,24,2,1,39
83,1001,333,253,90,63,6,1,39
900,1000,501,647,1,1,1,10,1
900,1000,487,626,1,1,1,10,1
900,1007,16,27,1,1,1,10,1
900,1008,17,21,1,1,1,10,1
900,1009,17,21,1,1,1,10,1
900,1002,436,379,1,1,1,10,1
900,1002,413,386,1,1,1,10,1
900,1011,197,230,1,1,1,10,1
900,1011,235,246,1,1,1,10,1
900,1000,466,635,1,1,1,10,1
900,1002,412,371,1,1,1,10,1
900,1015,761,544,1,1,1,10,1
900,1015,756,566,1,1,1,10,1
900,1015,716,542,1,1,1,10,1
900,1015,713,543,1,1,1,10,1
900,1020,570,542,1,1,1,10,1
900,1020,548,548,1,1,1,10,1
900,1011,190,261,1,1,1,10,1
900,1015,715,573,1,1,1,10,1
900,1002,463,332,1,1,1,10,1
21,1002,388,444,100,30,3,120,113
22,1002,552,474,255,100,1,3600,263
23,1002,418,682,200,100,1,3600,213
24,1002,242,558,140,90,1,3600,153
25,1002,98,325,90,175,1,3600,183
32,1000,250,134,145,280,1,3600,293
33,1000,122,269,108,150,1,3600,163
35,1000,320,425,90,64,1,3600,103
37,1000,432,392,45,72,1,3600,83
38,1015,501,277,90,65,1,3600,103
39,1015,433,155,70,54,1,3600,83
40,1015,153,401,90,63,1,3600,103
51,1021,26,30,30,30,2,1,18
59,1003,26,30,30,30,2,1,18
84,1015,114,312,95,45,3,1,18
84,1015,293,559,56,37,2,1,18
86,1001,264,368,45,72,5,1,11
86,1001,421,327,68,41,5,1,11
86,1001,433,155,70,54,5,1,11
86,1001,510,196,45,56,5,1,11
86,1001,489,449,90,60,5,1,11
88,1001,498,367,46,60,5,1,11
88,1001,501,277,90,65,5,1,11
88,1001,432,392,45,72,5,1,11
88,1001,400,199,37,24,5,1,11
88,1001,444,220,55,72,5,1,11
85,1015,114,312,95,45,3,1,33
85,1015,293,559,56,37,2,1,23
87,1001,264,368,45,72,5,1,33
87,1001,421,327,68,41,3,1,33
87,1001,433,155,70,54,5,1,33
87,1001,510,196,45,56,3,1,33
87,1001,489,449,90,60,6,1,43
89,1001,498,367,46,60,3,1,33
89,1001,501,277,90,65,6,1,43
89,1001,432,392,45,72,4,1,33
89,1001,400,199,37,24,2,1,18
89,1001,444,220,55,72,5,1,33
900,1002,960,552,1,1,1,10,1
900,1002,61,468,1,1,1,10,1
900,1002,551,959,1,1,1,10,1
900,1002,53,396,1,1,1,10,1
900,1000,973,664,1,1,1,10,1
900,1000,81,316,1,1,1,10,1
900,1011,9,374,1,1,1,10,1
900,1020,376,14,1,1,1,10,1
900,1000,81,325,1,1,1,10,1
900,1002,962,562,1,1,1,10,1
900,1002,61,460,1,1,1,10,1
900,1002,55,396,1,1,1,10,1
900,1000,975,673,1,1,1,10,1
900,1011,10,383,1,1,1,10,1
900,1020,381,10,1,1,1,10,1
900,1002,560,962,1,1,1,10,1
900,1002,225,192,1,1,1,10,1
900,1002,230,197,1,1,1,10,1
900,1015,1010,706,1,1,1,10,1
900,1015,1013,704,1,1,1,10,1
21,1002,516,311,266,249,3,120,273
22,1002,552,474,255,100,1,3600,263
23,1002,418,682,200,100,1,3600,213
24,1002,242,558,140,90,1,3600,153
25,1002,98,325,90,175,1,3600,183
26,1011,317,77,150,50,1,3600,163
27,1011,328,227,200,300,1,3600,313
28,1011,538,272,110,250,1,3600,263
29,1011,673,638,100,70,1,3600,113
30,1020,608,556,171,144,1,3600,183
31,1020,412,230,198,211,1,3600,223
32,1020,200,177,150,169,1,3600,183
33,1020,232,460,224,142,1,3600,243
34,1000,565,556,180,210,1,3600,223
35,1000,504,333,170,140,1,3600,183
36,1000,250,134,145,280,1,3600,293
37,1000,122,269,108,150,1,3600,163
38,1015,662,665,138,79,1,3600,153
39,1015,451,676,93,117,1,3600,123
40,1015,298,454,15,15,1,3600,15
90,1015,362,469,192,117,1,3600,203
91,1001,320,425,90,64,1,3600,103
92,1001,153,401,90,63,1,3600,103
93,1001,333,253,90,63,1,3600,103
18,1015,821,656,120,140,25,1,12
900,1001,311,645,1,1,1,10,1
900,1005,539,695,1,1,1,10,1
106,1025,55,57,113,61,1,60,18
106,1025,55,118,113,51,1,60,18
106,1025,23,75,40,22,1,60,18
107,1026,39,35,53,40,1,60,18
107,1026,107,98,90,46,1,60,18
107,1026,107,144,90,51,1,60,18
108,1027,52,34,92,74,1,60,18
108,1027,143,114,47,77,1,60,18
105,1028,22,67,72,32,1,60,18
105,1028,66,29,94,125,1,60,18
105,1028,114,166,1,1,1,5,1
900,1002,509,352,1,1,1,5,1
900,1002,455,373,1,1,1,5,1
900,1001,317,643,1,1,1,10,1
900,1002,425,338,1,1,1,3,1
900,1002,425,326,1,1,1,3,1
900,1002,450,333,1,1,1,3,1
900,1002,434,333,1,1,1,3,1
900,1002,398,333,1,1,1,3,1
900,1002,395,352,1,1,1,3,1
900,1002,409,359,1,1,1,3,1
900,1002,388,387,1,1,1,3,1
19,1013,35,31,39,38,3,1,6
55,1014,28,90,49,36,10,1,7
55,1014,80,51,37,47,10,1,7
20,1016,29,36,49,32,10,1,6
20,1016,59,23,30,43,10,1,6
3130,1011,659,772,50,50,0,1,2
3131,1011,662,775,50,50,0,1,2
3132,1011,662,777,50,50,0,1,2
3133,1011,665,779,50,50,0,1,2
3134,1020,396,588,50,50,0,1,2
3135,1020,398,590,50,50,0,1,2
3136,1020,399,593,50,50,0,1,2
3137,1020,401,592,50,50,0,1,2
1,1002,382,429,50,30,20,1,10
1,1002,515,437,100,30,20,1,10
2,1002,634,400,100,30,12,1,7
1,1002,536,356,100,40,20,1,10
1,1002,600,300,15,15,15,1,5
4,1002,200,540,75,60,25,1,7
5,1002,100,310,110,90,5,1,10
3000,1040,365,585,4,4,2,10,2
3001,1040,389,561,4,4,2,10,2
3002,1040,413,537,4,4,2,10,2
3003,1040,437,513,4,4,2,10,2
3004,1040,461,489,4,4,2,10,2
3009,1040,317,537,4,4,2,10,2
3008,1040,341,513,4,4,2,10,2
3007,1040,365,489,4,4,2,10,2
3006,1040,389,465,4,4,2,10,2
3005,1040,413,441,4,4,2,10,2
3010,1040,365,393,4,4,2,10,2
3011,1040,341,417,4,4,2,10,2
3012,1040,317,441,4,4,2,10,2
3013,1040,293,465,4,4,2,10,2
3014,1040,269,489,4,4,2,10,2
3015,1040,317,345,4,4,2,10,2
3016,1040,293,369,4,4,2,10,2
3017,1040,269,393,4,4,2,10,2
3018,1040,245,417,4,4,2,10,2
3019,1040,221,441,4,4,2,10,2
3024,1040,269,297,4,4,2,10,2
3023,1040,245,321,4,4,2,10,2
3022,1040,221,345,4,4,2,10,2
3021,1040,197,369,4,4,2,10,2
3020,1040,173,393,4,4,2,10,2
3025,1041,427,436,1,1,1,10,1
3025,1041,259,364,1,1,1,10,1
3025,1041,427,436,1,1,1,10,1
3025,1041,347,449,1,1,1,10,1
3025,1041,347,438,1,1,1,10,1
3025,1041,378,440,1,1,1,10,1
3025,1041,406,448,1,1,1,10,1
3025,1041,455,441,1,1,1,10,1
3025,1041,259,337,1,1,1,10,1
3025,1041,241,372,1,1,1,10,1
3025,1041,160,367,1,1,1,10,1
3025,1041,121,334,1,1,1,10,1
3025,1041,94,351,1,1,1,3,1
3025,1041,169,302,1,1,1,10,1
3025,1041,99,224,1,1,1,10,1
3025,1041,131,191,1,1,1,10,1
3025,1041,179,216,1,1,1,10,1
3025,1041,185,263,1,1,1,10,1
3025,1041,239,270,1,1,1,10,1
3025,1041,281,286,1,1,1,10,1
3025,1041,421,534,1,1,1,10,1
3025,1041,401,584,1,1,1,10,1
3025,1041,417,582,1,1,1,10,1
3025,1041,350,599,1,1,1,10,1
3025,1041,246,437,1,1,1,10,1
